item_id,item_type,title,organization,status,last_checked,geography,eligible_users,project_stage,topic_tags,support_type,amount_or_cost,match_or_cost,deadline_or_availability,summary,why_it_matters
RERC-FND-0054,Funding,USDA Forest Service - Forest Legacy Program,USDA Forest Service,Open when checked,2026-06-23,California,"Communities, land trusts, and conservation organizations working through their state lead agency",Acquisition; conservation,forest conservation; easement; acquisition; recreation; habitat; water quality; working lands,Grant,Check with the program,See program,"Deadline for FY2028 funding consideration: September 21, 2026.",Provides grants to state agencies to permanently conserve important forest lands through purchases or conservation easements.,"Can protect forests that support recreation, clean air and water, wildlife habitat, and forest-based jobs."
RERC-FND-0071,Funding,Colorado Creative Districts,"Colorado Creative Industries, OEDIT",Open when checked,2026-06-09,Colorado,"structured local entities including governments, downtown authorities, nonprofits",Mixed,"creative_placemaking, heritage_tourism, downtown, arts",Grant,"up to $10,000 for newly certified districts plus TA",local match required,certification cycle varies,"Helps recreation towns connect arts, culture, downtown identity, and visitor spending.","Helps recreation towns connect arts, culture, downtown identity, and visitor spending."
RERC-FND-0079,Funding,Revitalizing Main Streets Program,Colorado DOT,Recurring,2026-06-09,Colorado,"Local Governments, Business Improvement Districts, Council of Governments, on behalf of a local jurisdiction and with proof of support from that local jurisdiction, University or College",Mixed,Infrastructure; Economic Development; Energy/Climate,Grant,"Up to $250,000","Yes, 10%",Check with the program,Enhances active transportation safety and strengthens the connection of people to main streets and central economic hubs.,May support rural community goals related to infrastructure and economic development. Confirm current eligibility and project fit with the program.
RERC-FND-0081,Funding,Transportation Alternatives Program,Colorado Department of Transportation,Recurring,2026-06-09,Colorado,"local governments, transportation authorities, transit agencies, natural resource agencies, school districts, tribes",Mixed,"active_transportation, bike_ped, trails, overlooks, historic_preservation",Grant,varies by region and solicitation,usually federal match structure; confirm regional guidance,currently closed; next grant period anticipated October 2026,"Funds bike, pedestrian, trail, overlook, and main-street access projects tied to outdoor tourism.","Funds bike, pedestrian, trail, overlook, and main-street access projects tied to outdoor tourism."
RERC-FND-0069,Funding,Charge Ahead Colorado,Colorado Energy Office and Regional Air Quality Council,Open when checked,2026-06-09,Colorado,"Public, workplace, multifamily, community, and other publicly available charging sites",Mixed,"EV charging, visitor infrastructure, clean transportation",Rebate,Varies by charger type and solicitation,Varies by solicitation,"Recurring competitive rounds, Spring 2026 round noted","Helps rural destinations add EV charging at trailheads, downtowns, lodging nodes, and visitor centers.","Helps rural destinations add EV charging at trailheads, downtowns, lodging nodes, and visitor centers"
RERC-FND-0070,Funding,Colorado Community Revitalization Tax Credit,"Colorado OEDIT, Colorado Creative Industries, Business Funding and Incentives",Open when checked,2026-06-09,Colorado,Capital improvement projects supporting creative industries and workers,Mixed,"adaptive reuse, creative districts, mixed-use, downtown revitalization",Rebate,"Income tax credit, program cap reported at about $10M per year",See program,2026 program guidance and tax-year use,"Useful for reuse of historic or vacant buildings into recreation-economy anchors, maker space, lodging, or community venues.","Useful for reuse of historic or vacant buildings into recreation-economy anchors, maker space, lodging, or community venues"
RERC-FND-0076,Funding,Non-Motorized Trails Grants,Colorado Parks and Wildlife,Recurring,2026-06-09,Colorado,"local, county, federal, tribal governments, districts, 501(c)(3)s",Mixed,"trail_construction, trail_maintenance, trail_planning, stewardship",Grant,"up to $250,000 construction or maintenance; up to $45,000 planning or support; up to $150,000 stewardship",25% of grant request; 10% of minimum match cash,next cycle opens 2026-08-01; deadline in October,Trail systems are core visitor infrastructure for RERC communities.,Trail systems are core visitor infrastructure for RERC communities.
RERC-FND-0078,Funding,Partners in the Outdoors Grant Program,Colorado Parks and Wildlife,Open when checked,2026-06-09,Colorado,"nonprofits, tribes, school districts, government entities",Implementation,"outdoor_access, stewardship, education, partnerships",Grant,"up to $10,000",Not required; strongly recommended,applications open 2026-06-01; due 2026-07-17,"Useful for small early-win projects, partner events, and outdoor stewardship capacity.","Useful for small early-win projects, partner events, and outdoor stewardship capacity."
RERC-FND-0072,Funding,Colorado Outdoor Regional Partnerships Initiative Grant Program,Colorado Parks and Wildlife and Great Outdoors Colorado,Recurring,2026-07-13,Colorado,"Regional partnerships, tribes, multi-jurisdictional coalitions",Mixed,"outdoor recreation, conservation, regional capacity, climate resilience",Grant,"About $10M annually, $50M over 2025-2030",Not stated,Awards recur; check with the program for the next application window.,Funds collaborative outdoor recreation and conservation work beyond standard trail grants.,Funds collaborative outdoor recreation and conservation work beyond standard trail grants
RERC-FND-0077,Funding,Outdoor Regional Partnerships Initiative Grant Program,Colorado Parks and Wildlife and Great Outdoors Colorado,Open when checked,2026-06-09,Colorado,"tribes, local governments, districts, nonprofits, partnership fiscal sponsors",Mixed,"outdoor_recreation, conservation, regional_planning, trails",Grant,"$50,000 to $2,500,000","Not mandatory on page, match improves competitiveness",2026 cycle opened 2026-04-27; final applications due 2026-07-22 by invite,Funds regional recreation and conservation coalitions that rural RERC towns need to implement action plans.,Funds regional recreation and conservation coalitions that rural RERC towns need to implement action plans.
RERC-FND-0080,Funding,Tourism Management Grant,Colorado Tourism Office,Recurring,2026-06-09,Colorado,"nonprofit destination organizations, tourism industry associations, government entities",Implementation,"tourism_management, visitor_experience, destination_stewardship",Grant,"up to $20,000","4:1 state-to-local; $5,000 local for $20,000 grant example",FY25 closed; usual application period December to January,Funds visitor experience and stewardship projects that RERC towns often identify.,Funds visitor experience and stewardship projects that RERC towns often identify.
RERC-FND-0073,Funding,Community Impact Grants,Great Outdoors Colorado,Open when checked,2026-06-09,Colorado,"cities, towns, counties, special districts, land conservation organizations, CPW",Mixed,"parks, trails, outdoor_access, stewardship",Grant,"$100,000 to $2,000,000; larger awards considered FY2027",Varies by budget,concept papers due 2026-07-23 and 2027-01-21,"Supports parks, trails, natural areas, and outdoor amenities that anchor rural recreation economies.","Supports parks, trails, natural areas, and outdoor amenities that anchor rural recreation economies."
RERC-FND-0075,Funding,GOCO Land Acquisition Program,Great Outdoors Colorado,Open when checked,2026-06-09,Colorado,"Local governments, special districts, land conservation organizations, CPW",Acquisition,"land conservation, open space, public access, waterways",Loan,"Generally up to $3M per project, larger high-impact awards possible","Leverage scored, no fixed match stated","Concept papers due 2026-07-23, applications due 2026-09-10, urgent acquisitions accepted anytime",Supports land-trust and local acquisition projects that can secure recreation access and conservation assets.,Supports land-trust and local acquisition projects that can secure recreation access and conservation assets
